price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,direction,street_in_front_of_house,width,city,district
5.0,75.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hồ Chí Minh,Nội thành
5.9,65.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,6.0,6.5,Hồ Chí Minh,Nội thành
6.3,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Nội thành
4.4,45.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,6.0,5.8,Hồ Chí Minh,Nội thành
8.8,45.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Nội thành
3.5,40.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
5.7,64.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,7.0,4.0,Hồ Chí Minh,Nội thành
3.65,40.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
8.3,88.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,2.5,6.0,Hà Nội,Nội thành
10.0,55.0,6.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Nội thành
9.5,56.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
6.5,80.0,2.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Nội thành
10.0,51.0,6.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
4.2,48.0,3.0,2.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
11.5,50.0,6.0,6.0,True,True,True,True,Nhà trong hẻm,None,8.0,4.5,Hà Nội,Nội thành
3.65,27.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
3.2,36.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.5,Hà Nội,Ngoại thành
2.5,28.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.0,3.5,Hà Nội,Nội thành
11.0,90.0,6.0,4.0,False,False,False,False,Nhà mặt tiền,None,7.0,6.0,Hà Nội,Nội thành
7.8,50.0,7.0,4.0,True,True,True,True,Nhà mặt tiền,None,8.0,5.0,Hà Nội,Nội thành
13.5,75.0,7.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,6.0,Hà Nội,Nội thành
5.3,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Nội thành
12.0,79.0,5.0,4.0,True,True,True,True,Nhà mặt tiền,None,15.0,5.0,Hà Nội,Ngoại thành
14.5,70.0,6.0,7.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hà Nội,Nội thành
9.9,57.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
2.8,28.0,2.0,2.0,True,True,True,True,Nhà trong hẻm,None,3.5,4.0,Hồ Chí Minh,Nội thành
7.5,64.0,4.0,6.0,True,True,True,True,Nhà mặt tiền,None,12.0,4.0,Hồ Chí Minh,Nội thành
4.8,46.0,5.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
9.7,60.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
10.3,65.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
10.5,55.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.447257932086094,Hà Nội,Nội thành
9.6,56.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
9.6,55.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.447257932086094,Hà Nội,Nội thành
7.7,55.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
12.8,60.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hà Nội,Nội thành
4.5,60.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
10.7,70.0,5.0,7.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hà Nội,Nội thành
10.5,70.0,5.0,7.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hà Nội,Nội thành
7.85,110.0,1.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
8.9,56.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.447257932086094,Hà Nội,Nội thành
13.5,70.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.447257932086094,Hà Nội,Nội thành
14.5,86.0,7.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,6.4,Hà Nội,Nội thành
6.8,44.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Nội thành
13.6,75.0,6.0,6.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
4.3,50.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.7,Hồ Chí Minh,Ngoại thành
14.75,75.0,7.0,6.0,True,True,True,True,Nhà trong hẻm,None,5.3,5.3,Hà Nội,Nội thành
2.95,31.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.3,Hà Nội,Ngoại thành
2.85,54.0,1.0,2.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Ngoại thành
6.0,52.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.0,Hà Nội,Ngoại thành
6.9,54.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.7,Hà Nội,Ngoại thành
3.4,31.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.5,3.2,Hà Nội,Ngoại thành
6.5,66.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,6.0,Hà Nội,Ngoại thành
3.0,45.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
12.5,84.0,6.0,8.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
5.5,58.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.5,Hà Nội,Ngoại thành
5.1,100.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,5.0,Hồ Chí Minh,Ngoại thành
5.2,64.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,8.0,3.2,Hồ Chí Minh,Ngoại thành
6.9,30.0,6.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.5,Hà Nội,Nội thành
4.7,55.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
4.85,68.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,6.0,Hồ Chí Minh,Ngoại thành
7.8,54.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Ngoại thành
6.5,105.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Ngoại thành
7.0,75.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,3.8,Hồ Chí Minh,Ngoại thành
5.8,42.0,6.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.5,Hà Nội,Ngoại thành
6.35,105.0,1.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.4,Hồ Chí Minh,Ngoại thành
5.5,66.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Ngoại thành
8.9,92.0,3.0,3.0,False,False,False,False,Nhà mặt tiền,None,12.0,4.0,Hồ Chí Minh,Ngoại thành
10.1,80.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Ngoại thành
14.0,107.0,3.0,4.0,False,False,False,False,Nhà mặt tiền,None,8.0,4.447257932086094,Hồ Chí Minh,Ngoại thành
4.3,72.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,5.2,Hồ Chí Minh,Ngoại thành
6.7,110.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.5,Hồ Chí Minh,Ngoại thành
10.8,82.0,5.0,5.0,False,False,False,False,Nhà mặt tiền,None,10.0,5.3,Hồ Chí Minh,Ngoại thành
6.5,92.0,2.0,4.0,True,True,False,True,Nhà trong hẻm,None,5.0,4.2,Hồ Chí Minh,Nội thành
5.2,72.0,1.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
6.5,63.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.5,Hồ Chí Minh,Ngoại thành
10.0,50.0,5.0,6.0,False,False,False,False,Nhà mặt tiền,None,8.0,4.447257932086094,Hà Nội,Nội thành
5.4,60.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
14.0,86.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,15.0,4.2,Hồ Chí Minh,Ngoại thành
14.0,80.0,3.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,5.0,Hồ Chí Minh,Ngoại thành
6.7,100.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
5.8,110.0,1.0,2.0,False,False,False,False,Nhà mặt tiền,None,5.0,5.0,Hồ Chí Minh,Ngoại thành
11.5,105.0,3.0,3.0,False,False,False,False,Nhà mặt tiền,None,10.0,5.2,Hồ Chí Minh,Ngoại thành
7.5,86.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Ngoại thành
8.3,105.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,15.0,3.7,Hồ Chí Minh,Ngoại thành
4.0,50.0,2.0,2.0,True,True,True,True,Nhà trong hẻm,None,6.0,5.8,Hồ Chí Minh,Nội thành
5.0,62.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,5.0,5.2,Hồ Chí Minh,Nội thành
4.0,49.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,6.0,5.0,Hồ Chí Minh,Nội thành
12.5,70.0,5.0,6.0,False,False,False,False,Nhà mặt tiền,None,8.0,4.447257932086094,Hà Nội,Nội thành
5.9,64.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,5.0,6.0,Hồ Chí Minh,Nội thành
8.6,100.0,2.0,3.0,False,False,False,False,Nhà mặt tiền,None,8.0,5.5,Hồ Chí Minh,Ngoại thành
2.58,22.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Ngoại thành
5.2,40.0,4.0,3.0,True,True,True,False,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Ngoại thành
10.5,78.0,4.0,5.0,False,False,False,False,Nhà mặt tiền,None,8.0,4.4,Hồ Chí Minh,Ngoại thành
11.8,100.0,4.0,4.0,True,True,True,True,Nhà mặt tiền,None,10.0,6.7,Hà Nội,Ngoại thành
4.95,47.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Ngoại thành
3.0,42.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,2.6,3.4,Hà Nội,Ngoại thành
3.85,62.0,3.0,3.0,True,True,True,False,Nhà trong hẻm,None,2.5,3.8,Hà Nội,Ngoại thành
3.4,77.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.5,3.7,Hà Nội,Ngoại thành
5.8,60.0,4.0,4.0,True,True,True,True,Nhà mặt tiền,None,8.0,4.3,Hà Nội,Ngoại thành
13.5,116.0,5.0,6.0,True,True,True,True,Nhà mặt tiền,None,8.0,6.0,Hà Nội,Ngoại thành
4.05,40.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.4,Hà Nội,Ngoại thành
1.98,45.0,4.0,2.0,True,True,True,False,Nhà trong hẻm,None,2.5,7.0,Hà Nội,Ngoại thành
4.2,48.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Nội thành
10.3,60.0,6.0,8.0,True,True,True,True,Nhà mặt tiền,None,7.0,4.0,Hà Nội,Ngoại thành
3.58,75.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.5,3.6,Hà Nội,Ngoại thành
12.0,110.0,2.0,2.0,True,True,True,True,Nhà mặt tiền,None,8.0,4.2,Hà Nội,Ngoại thành
3.6,35.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Ngoại thành
2.2,30.0,2.0,2.0,True,True,True,True,Nhà trong hẻm,None,2.5,3.8,Hà Nội,Ngoại thành
4.3,38.0,5.0,3.0,True,True,True,True,Nhà mặt tiền,None,6.0,3.6,Hà Nội,Ngoại thành
6.2,72.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.5,3.8,Hà Nội,Ngoại thành
3.35,35.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,2.5,3.6,Hà Nội,Ngoại thành
7.3,50.0,6.0,4.0,True,True,True,True,Nhà mặt tiền,None,3.5,5.2,Hà Nội,Ngoại thành
2.2,36.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,2.5,3.5,Hà Nội,Ngoại thành
4.75,36.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.5,4.5,Hà Nội,Ngoại thành
5.9,58.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,7.0,5.0,Hà Nội,Ngoại thành
3.85,45.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.6,Hà Nội,Ngoại thành
4.8,55.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,7.0,5.6,Hà Nội,Ngoại thành
5.85,58.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,6.0,Hà Nội,Ngoại thành
3.5,32.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.35,Hà Nội,Ngoại thành
6.7,56.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Ngoại thành
5.5,51.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.2,4.0,Hà Nội,Ngoại thành
9.2,74.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Ngoại thành
3.2,32.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
5.1,45.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Ngoại thành
5.3,46.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,2.5,3.7,Hà Nội,Ngoại thành
6.3,48.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Ngoại thành
5.45,57.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.4,Hà Nội,Ngoại thành
5.85,54.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,6.0,Hà Nội,Ngoại thành
5.25,47.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Ngoại thành
14.0,40.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,10.0,4.8,Hà Nội,Ngoại thành
9.5,40.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.3,Hà Nội,Ngoại thành
5.1,48.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,2.0,3.6,Hà Nội,Ngoại thành
7.7,88.0,1.0,2.0,True,True,True,True,Nhà mặt tiền,None,13.0,5.1,Hà Nội,Ngoại thành
4.35,36.0,6.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.5,5.0,Hà Nội,Ngoại thành
7.8,45.0,6.0,4.0,False,True,True,True,Nhà trong hẻm,None,7.0,4.0,Hà Nội,Ngoại thành
2.6,40.0,4.0,2.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.4,Hà Nội,Ngoại thành
3.2,35.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,2.5,3.7,Hà Nội,Ngoại thành
2.5,31.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.5,4.3,Hà Nội,Ngoại thành
12.6,50.0,7.0,4.0,True,True,True,True,Nhà mặt tiền,None,6.5,3.7,Hà Nội,Nội thành
4.35,42.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,7.0,4.0,Hà Nội,Ngoại thành
2.4,35.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.3,4.7,Hà Nội,Ngoại thành
3.9,50.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.5,4.5,Hà Nội,Ngoại thành
8.3,42.0,5.0,4.0,True,True,True,True,Nhà mặt tiền,None,6.0,6.3,Hà Nội,Ngoại thành
6.5,60.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,7.0,6.0,Hà Nội,Ngoại thành
1.85,30.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,2.0,3.85,Hà Nội,Ngoại thành
12.0,92.0,4.0,4.0,True,True,True,True,Nhà mặt tiền,None,7.0,4.5,Hà Nội,Ngoại thành
6.9,37.0,5.0,6.0,True,True,True,False,Nhà mặt tiền,None,4.0,5.8,Hà Nội,Ngoại thành
6.5,50.0,5.0,3.0,True,True,True,True,Nhà mặt tiền,None,7.0,4.0,Hà Nội,Ngoại thành
6.5,75.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.5,Hà Nội,Ngoại thành
3.15,35.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.5,Hà Nội,Ngoại thành
2.5,34.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.15,Hà Nội,Ngoại thành
2.85,40.0,3.0,2.0,False,True,True,True,Nhà trong hẻm,None,2.8,4.2,Hà Nội,Ngoại thành
5.9,68.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
2.4,30.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,7.0,4.3,Hà Nội,Ngoại thành
5.1,54.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.1,Hà Nội,Ngoại thành
3.35,31.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.5,4.1,Hà Nội,Ngoại thành
6.5,60.0,6.0,8.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.5,Hà Nội,Ngoại thành
3.2,32.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.247227428067467,4.0,Hà Nội,Ngoại thành
2.45,30.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Ngoại thành
6.7,87.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Ngoại thành
5.5,55.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.1,4.2,Hà Nội,Ngoại thành
5.35,45.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,7.0,4.5,Hà Nội,Ngoại thành
3.1,50.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.7,4.0,Hà Nội,Ngoại thành
11.5,74.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,8.0,3.9,Hồ Chí Minh,Nội thành
6.5,80.0,2.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,5.0,Hồ Chí Minh,Nội thành
4.2,48.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,6.0,5.0,Hồ Chí Minh,Nội thành
5.3,64.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,3.0,5.0,Hồ Chí Minh,Nội thành
4.1,50.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.6,4.5,Hà Nội,Ngoại thành
3.5,50.0,3.0,2.0,True,True,True,True,Nhà mặt tiền,None,5.2,4.0,Hà Nội,Ngoại thành
7.5,80.0,3.0,5.0,True,True,True,True,Nhà trong hẻm,None,8.0,4.0,Hồ Chí Minh,Nội thành
7.3,65.0,6.0,4.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.0,Hồ Chí Minh,Nội thành
6.9,83.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.8,Hồ Chí Minh,Nội thành
3.35,25.0,3.0,2.0,True,True,False,False,Nhà trong hẻm,None,4.0,4.1,Hồ Chí Minh,Nội thành
7.5,65.0,2.0,4.0,True,True,True,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Nội thành
6.1,58.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
6.8,66.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Nội thành
6.6,105.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,7.0,Hồ Chí Minh,Nội thành
12.0,65.0,4.0,4.0,True,True,True,True,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Nội thành
4.2,50.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
6.28,80.0,1.0,2.0,True,True,False,True,Nhà mặt tiền,None,12.0,4.2,Hồ Chí Minh,Nội thành
3.9,43.0,2.0,2.0,True,True,False,False,Nhà trong hẻm,None,6.0,3.6,Hồ Chí Minh,Nội thành
6.15,90.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,6.0,4.7,Hồ Chí Minh,Nội thành
7.3,88.0,4.0,6.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Nội thành
5.0,60.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hồ Chí Minh,Nội thành
3.99,42.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.5,Hồ Chí Minh,Nội thành
4.0,46.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.5,4.0,Hà Nội,Ngoại thành
6.2,50.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.5,4.5,Hà Nội,Ngoại thành
2.65,35.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.0,Hà Nội,Ngoại thành
5.8,64.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
5.5,57.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
5.99,52.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
5.29,56.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
4.8,48.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,15.0,5.0,Hà Nội,Nội thành
2.1,27.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
2.3,27.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
5.45,34.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.2,Hà Nội,Nội thành
2.29,25.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.0,3.8,Hà Nội,Nội thành
3.79,38.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
2.35,26.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.2,Hà Nội,Nội thành
4.1,41.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
15.0,59.0,2.0,3.0,True,True,True,True,Nhà mặt tiền,None,15.0,4.447257932086094,Hà Nội,Nội thành
2.2,28.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,6.0,Hà Nội,Nội thành
5.2,65.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
5.9,68.0,2.0,4.0,True,True,False,True,Nhà trong hẻm,None,5.0,5.0,Hồ Chí Minh,Nội thành
5.0,70.0,2.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
2.0,25.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
6.0,68.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.0,68.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
8.3,104.0,4.0,5.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Nội thành
8.0,85.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.0,Hồ Chí Minh,Nội thành
6.7,90.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,5.0,Hồ Chí Minh,Nội thành
9.4,82.0,4.0,4.0,True,True,False,True,Nhà trong hẻm,None,10.0,5.0,Hồ Chí Minh,Nội thành
5.8,68.0,2.0,3.0,True,True,False,True,Nhà trong hẻm,None,5.0,6.0,Hồ Chí Minh,Nội thành
3.6,46.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,6.0,Hà Nội,Nội thành
7.9,80.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,10.0,5.0,Hồ Chí Minh,Nội thành
11.0,57.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
8.5,50.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
3.8,33.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,7.0,3.7,Hà Nội,Ngoại thành
14.6,57.0,7.0,6.0,True,True,True,True,Nhà mặt tiền,None,13.0,4.0,Hà Nội,Ngoại thành
7.8,110.0,1.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Ngoại thành
3.3,36.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.6,Hà Nội,Ngoại thành
4.6,34.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
7.8,50.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.6,Hồ Chí Minh,Nội thành
5.45,56.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
2.58,32.0,5.0,4.0,False,False,False,False,Nhà mặt tiền,None,3.0,4.447257932086094,Hà Nội,Nội thành
6.9,60.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.5,Hồ Chí Minh,Nội thành
2.8,30.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
3.2,38.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
